301C001	4	0	1	1	1	0	0	4	0	1	1	1	0	0	4	0	1	1	1	0	0	4	0	1	1	1	0	0	
301C002	3	3	3	0	0	1	1	3	3	4	0	0	1	1	3	4	4	0	0	1	1	3	3	3	0	0	1	1	
301C003	3	0	0	3	3	3	3	3	0	0	3	3	3	3	3	0	0	3	3	3	3	3	0	0	3	3	3	3	
301C004	0	0	0	1	1	4	4	0	0	0	1	1	4	4	0	0	0	0	1	4	4	1	0	0	1	1	4	4	
301C005	1	1	4	2	3	0	0	1	1	3	2	3	0	0	1	1	4	2	3	0	0	1	1	4	2	3	0	0	
301C006	0	3	3	3	4	0	0	0	3	0	3	4	0	0	0	3	3	3	4	0	0	0	4	3	3	4	0	0	
301C007	4	0	1	4	1	0	0	4	3	0	4	1	0	0	4	0	1	4	1	0	0	0	0	1	4	1	0	0	
301C008	1	1	1	1	1	0	0	1	1	1	1	1	0	0	1	1	1	1	1	0	0	1	1	1	1	1	0	0	
301C009	1	4	4	4	4	0	0	3	4	4	4	4	0	0	1	4	4	4	4	0	0	1	4	4	4	4	0	0	
302C010	3	3	4	0	0	1	1	0	3	4	0	0	1	1	0	3	4	0	0	1	1	3	3	0	0	0	1	1	
302C011	3	3	4	0	0	3	3	3	3	0	0	0	3	3	3	3	0	0	0	3	3	3	3	0	0	0	3	3	
302C012	1	4	4	1	0	0	0	1	4	4	1	0	0	0	1	4	4	1	0	0	0	0	3	4	1	0	0	0	
302C013	1	4	3	4	0	0	0	1	4	3	3	0	0	0	1	4	3	4	0	0	0	0	4	3	4	4	0	0	
302C014	3	3	3	1	0	0	0	3	4	1	1	0	0	0	3	3	1	0	4	0	0	3	3	1	1	0	0	0	
302C015	0	0	1	1	1	1	1	0	0	1	1	1	1	1	0	0	1	1	1	1	1	0	0	1	1	1	1	1	
302C016	0	0	1	1	1	1	1	0	0	1	3	1	1	1	0	0	1	1	1	4	1	0	4	0	1	1	1	1	
302C017	0	0	1	1	1	1	4	0	0	1	1	1	1	1	0	0	1	1	1	1	1	0	0	1	1	1	1	1	
302C018	4	3	0	0	0	3	3	4	3	0	0	0	3	3	4	3	0	0	0	3	3	4	3	0	0	0	3	3	
302C019	3	1	0	0	0	1	1	4	1	0	0	0	1	1	3	1	0	0	0	1	1	4	1	0	0	0	1	1	
302C020	4	1	0	0	0	1	1	3	1	0	0	0	1	1	0	1	0	0	0	1	1	4	1	0	0	0	1	1	
302C021	1	1	3	0	0	0	0	1	1	3	0	0	0	0	1	1	0	0	0	3	0	1	1	3	0	0	0	0	
302C022	0	0	1	1	1	1	1	0	0	1	1	1	1	1	0	0	1	1	1	1	1	0	0	1	1	1	1	1	
302C023	1	1	3	1	0	0	0	1	1	3	1	0	0	0	1	1	3	1	0	0	0	1	1	3	1	0	0	0	
302C024	0	0	1	3	3	3	4	0	0	1	3	3	4	4	0	0	1	3	3	4	4	0	0	1	3	3	4	4	
302C025	0	0	1	3	3	4	4	0	0	1	3	3	4	4	0	0	1	3	3	1	4	0	0	1	3	3	4	4	
302C026	0	0	1	3	3	3	3	0	0	1	3	3	3	3	0	0	1	3	3	3	3	0	0	1	3	3	3	3	
302C027	3	4	0	0	4	4	1	4	0	0	0	4	4	4	3	0	0	0	4	4	4	3	0	0	0	4	4	4	
302C028	0	0	3	1	4	1	0	0	0	3	1	4	0	0	4	0	3	1	0	0	0	0	0	3	1	0	0	0	
302C029	3	3	4	0	0	3	3	3	3	4	0	0	3	3	3	3	4	0	0	3	3	3	3	4	0	0	3	3	
302C030	1	1	3	4	0	0	0	1	1	3	4	0	0	0	1	1	3	4	0	0	0	1	1	3	4	0	0	0	
302C031	1	1	3	4	0	0	0	1	1	0	4	0	0	0	1	1	3	4	0	0	0	1	1	3	4	0	0	0	
302C032	0	0	1	3	3	4	3	0	0	1	3	3	3	3	0	0	3	3	3	3	3	0	0	1	3	3	3	3	
302C033	0	0	3	3	3	3	3	0	0	3	3	3	3	3	0	0	3	3	3	3	3	0	0	3	3	3	3	3	
